3, 1, 9, 4, 2, 1, 1, 2
40, 0, 34, 16, 2, 1, 0, 2
28, 2, 22, 4, 0, 0, 0, 2
34, 2, 49, 64, 2, 0, 1, 2
28, 3, 2, 4, 1, 0, 1, 2
3, 2, 20, 256, 1, 1, 1, 2
6, 0, 5, 8, 0, 0, 0, 1
73, 0, 6, 128, 0, 1, 1, 1
41, 2, 43, 1024, 1, 1, 1, 1
20, 0, 22, 256, 2, 0, 1, 2
6, 2, 9, 2, 2, 0, 1, 2
38, 2, 36, 64, 1, 0, 0, 2
51, 3, 52, 2, 1, 1, 1, 2
64, 0, 28, 32, 0, 0, 0, 0
53, 1, 23, 128, 2, 0, 1, 0
58, 0, 54, 2, 0, 1, 0, 2
55, 3, 3, 2, 1, 1, 1, 1
74, 1, 57, 1, 0, 0, 0, 2
52, 2, 39, 32, 2, 0, 1, 1
28, 2, 35, 64, 1, 1, 0, 0
54, 2, 28, 8, 0, 0, 1, 0
50, 2, 19, 1024, 2, 1, 1, 1
26, 2, 5, 1, 2, 1, 0, 0
46, 0, 44, 4, 2, 0, 1, 1
57, 3, 44, 1, 0, 1, 0, 2
18, 2, 53, 2, 0, 1, 1, 1
32, 3, 34, 4, 2, 0, 0, 0
3, 0, 31, 256, 0, 0, 0, 2
79, 3, 60, 8, 1, 0, 0, 1
66, 0, 49, 1, 2, 1, 1, 0
34, 0, 29, 2, 0, 1, 0, 0
71, 3, 57, 2, 2, 0, 0, 2
1, 0, 14, 16, 1, 0, 0, 0
38, 3, 14, 8, 1, 1, 1, 2
71, 0, 2, 1, 2, 0, 0, 2
34, 0, 56, 16, 0, 0, 0, 0
15, 2, 41, 64, 0, 1, 1, 1
49, 3, 50, 1, 2, 0, 1, 1
41, 3, 41, 16, 1, 1, 0, 2
79, 0, 15, 4, 0, 1, 0, 1
15, 0, 57, 4, 2, 1, 1, 1
57, 2, 34, 32, 2, 0, 0, 1
32, 3, 52, 256, 2, 0, 1, 1
12, 3, 53, 8, 1, 0, 1, 2
39, 2, 54, 16, 1, 1, 1, 0
5, 1, 34, 1, 2, 1, 0, 0
41, 1, 8, 4, 0, 1, 1, 1
54, 2, 49, 2, 0, 0, 1, 1
10, 2, 56, 32, 0, 1, 1, 1
20, 0, 23, 2, 2, 1, 0, 0
10, 2, 30, 32, 1, 0, 1, 0
3, 2, 15, 2, 0, 0, 1, 1
68, 2, 51, 2, 1, 0, 1, 1
37, 3, 48, 4, 2, 0, 1, 2
71, 0, 20, 8, 1, 0, 0, 1
1, 2, 32, 4, 2, 0, 1, 1
59, 1, 43, 2, 2, 0, 1, 0
13, 2, 35, 1024, 2, 0, 1, 2
15, 0, 58, 64, 1, 0, 0, 1
73, 2, 41, 64, 2, 0, 0, 1
63, 3, 33, 128, 0, 0, 1, 0
65, 2, 11, 64, 2, 1, 0, 2
6, 0, 27, 32, 1, 0, 1, 1
79, 2, 5, 128, 2, 0, 0, 1
6, 2, 18, 4, 2, 0, 0, 2
65, 2, 22, 32, 1, 1, 0, 1
70, 3, 7, 16, 0, 1, 1, 0
